URN,SCHNAME,ATT8SCR
148398,Mill House School,SUPP
139469,Oak Wood Secondary School,NE
137597,Values Academy,NE
144633,Venture Academy,SUPP
148032,VLC,SUPP
134614,Wathen Grange School,SUPP
145486,Welcombe Hills School,NE
145224,Woodlands,NE
131504,The Amicus School,SUPP
147546,Educate U,SUPP
126163,"Fordwater School, Chichester",NE
135814,Ingfield Manor School,SUPP
135930,LVS Hassocks,SUPP
131139,Manor House School,SUPP
135111,My Choice School Arundel,NE
126161,Oak Grove College,NE
126141,Philpots Manor School,SUPP
126160,"Queen Elizabeth II Silver Jubilee School, Horsham",NE
126155,St Anthony's School,NE
135691,Seadown School,SUPP
135180,Springboard Education,SUPP
141791,Isebrook School,NE
147697,Progress Schools - Thrapston,NE
145906,Red Kite Academy,SUPP
144684,Wren Spinney Community School,SUPP
144377,Youth Works Community College,SUPP
142783,Daventry Hill School,NE
141726,Greenfields Specialist School for Communication,NE
135754,Progress Schools - Northamptonshire,NE
135785,St Andrew's College,NE
